NO,COLLECTOR,DATE,DAY,WEEK,TIME_SLOT,LOCATION,TYPE,Cl2,PH,KH,GH,NO2,NO3
130,Niki,2018-08-07,sat,END,2,dago_atas,Air Sungai,10,6.4,10,14,5,25
131,Niki,2018-08-08,sun,END,2,dago_atas,Air Sungai,10,6.8,10,14,5,25
132,Niki,2018-08-10,tue,DAY,2,dago_atas,Air Sungai,,,,,,
133,Niki,2018-08-11,wed,DAY,2,dago_atas,Air Sungai,,,,,,
134,Niki,2018-08-14,sat,END,2,dago_atas,Air Sungai,10,6.8,6,14,5,25
135,Niki,2018-08-15,sun,END,2,dago_atas,Air Sungai,10,6.8,6,14,5,25
136,Niki,2018-08-17,tue,DAY,2,dago_atas,Air Sungai,,,,,,
137,Niki,2018-08-18,wed,DAY,2,dago_atas,Air Sungai,,,,,,
138,Niki,2018-08-21,sat,END,2,dago_atas,Air Sungai,10,6.4,6,14,5,25
139,Niki,2018-08-22,sun,END,2,dago_atas,Air Sungai,10,6.8,6,14,5,25
140,Niki,2018-08-24,tue,DAY,2,dago_atas,Air Sungai,,,,,,
141,Niki,2018-08-25,wed,DAY,2,dago_atas,Air Sungai,,,,,,
142,Niki,2018-08-28,sat,END,2,dago_atas,Air Sungai,10,7.2,6,14,5,25
143,Niki,2018-08-29,sun,END,2,dago_atas,Air Sungai,10,7.6,10,14,5,25
144,Niki,2018-08-31,tue,DAY,2,dago_atas,Air Sungai,,,,,,
145,Niki,2018-09-01,wed,DAY,3,dago_atas,Air Sungai,,,,,,
146,Niki,2018-09-04,sat,END,3,dago_atas,Air Sungai,10,6.8,6,14,5,25
147,Niki,2018-09-05,sun,END,3,dago_atas,Air Sungai,10,7.2,6,14,5,25
148,Niki,2018-09-07,tue,DAY,3,dago_atas,Air Sungai,,,,,,
149,Niki,2018-09-08,wed,DAY,3,dago_atas,Air Sungai,,,,,,
150,Niki,2018-09-11,sat,END,3,dago_atas,Air Sungai,10,7.6,6,14,5,25
151,Niki,2018-09-12,sun,END,3,dago_atas,Air Sungai,10,6.8,6,14,5,25
152,Niki,2018-09-14,tue,DAY,3,dago_atas,Air Sungai,,,,,,
153,Niki,2018-09-15,wed,DAY,3,dago_atas,Air Sungai,,,,,,
154,Niki,2018-09-18,sat,END,3,dago_atas,Air Sungai,10,6.8,6,14,5,10
155,Niki,2018-09-19,sun,END,3,dago_atas,Air Sungai,10,7.2,6,14,5,25
156,Niki,2018-09-21,tue,DAY,3,dago_atas,Air Sungai,,,,,,
157,Niki,2018-09-22,wed,DAY,3,dago_atas,Air Sungai,,,,,,
158,Niki,2018-09-25,sat,END,3,dago_atas,Air Sungai,10,8,10,14,5,25
159,Niki,2018-09-26,sun,END,3,dago_atas,Air Sungai,10,6.8,10,14,5,25
160,Niki,2018-09-28,tue,DAY,3,dago_atas,Air Sungai,,,,,,
161,Niki,2018-09-29,wed,DAY,3,dago_atas,Air Sungai,,,,,,
